@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,INDICATOR,REF_AREA,frequency (label),indicator (label),country (label)
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-KOR,"Quarterly – GDP,current US$,millions,seas. adj., – Korea Rep.",2023-Q4,2023-10-01,NA,,Q,NYGDPMKTPSACD,KR,Quarterly,"GDP,current US$,millions,seas. adj.,",Korea Rep.
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1987-Q1,1987-01-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1987-Q2,1987-04-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1987-Q3,1987-07-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1987-Q4,1987-10-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1988-Q1,1988-01-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1988-Q2,1988-04-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1988-Q3,1988-07-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1988-Q4,1988-10-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1989-Q1,1989-01-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1989-Q2,1989-04-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1989-Q3,1989-07-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1989-Q4,1989-10-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1990-Q1,1990-01-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1990-Q2,1990-04-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1990-Q3,1990-07-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1990-Q4,1990-10-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1991-Q1,1991-01-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1991-Q2,1991-04-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1991-Q3,1991-07-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1991-Q4,1991-10-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1992-Q1,1992-01-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1992-Q2,1992-04-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1992-Q3,1992-07-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1992-Q4,1992-10-01,NA,,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1993-Q1,1993-01-01,22530.3194404656,22530.3194404656,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1993-Q2,1993-04-01,29741.2351187924,29741.2351187924,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1993-Q3,1993-07-01,49474.4497584564,49474.4497584564,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1993-Q4,1993-10-01,66781.0682804304,66781.0682804304,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1994-Q1,1994-01-01,64723.5310216359,64723.5310216359,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1994-Q2,1994-04-01,77097.0684507949,77097.0684507949,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1994-Q3,1994-07-01,80236.1992777789,80236.1992777789,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1994-Q4,1994-10-01,71352.5385560384,71352.5385560384,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1995-Q1,1995-01-01,64165.9267414598,64165.9267414598,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1995-Q2,1995-04-01,72819.6318454931,72819.6318454931,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1995-Q3,1995-07-01,96664.6429934586,96664.6429934586,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1995-Q4,1995-10-01,99405.532353146,99405.532353146,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1996-Q1,1996-01-01,104484.984573649,104484.984573649,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1996-Q2,1996-04-01,104279.43539414,104279.43539414,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1996-Q3,1996-07-01,105943.895090839,105943.895090839,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1996-Q4,1996-10-01,105032.792731714,105032.792731714,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1997-Q1,1997-01-01,105950.006012808,105950.006012808,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1997-Q2,1997-04-01,106854.491185581,106854.491185581,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1997-Q3,1997-07-01,110121.154593679,110121.154593679,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1997-Q4,1997-10-01,111617.042799082,111617.042799082,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1998-Q1,1998-01-01,105954.980924642,105954.980924642,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1998-Q2,1998-04-01,108885.995360687,108885.995360687,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1998-Q3,1998-07-01,71158.6632317276,71158.6632317276,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1998-Q4,1998-10-01,45968.8595719354,45968.8595719354,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1999-Q1,1999-01-01,44849.6257144977,44849.6257144977,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1999-Q2,1999-04-01,49241.2438906447,49241.2438906447,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1999-Q3,1999-07-01,55334.5460799577,55334.5460799577,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",1999-Q4,1999-10-01,56957.2839554503,56957.2839554503,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2000-Q1,2000-01-01,62111.3794761845,62111.3794761845,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2000-Q2,2000-04-01,66365.5196139473,66365.5196139473,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2000-Q3,2000-07-01,73245.7178364094,73245.7178364094,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2000-Q4,2000-10-01,76259.5755339142,76259.5755339142,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2001-Q1,2001-01-01,77201.5174034914,77201.5174034914,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2001-Q2,2001-04-01,80607.3775855205,80607.3775855205,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2001-Q3,2001-07-01,84533.000600167,84533.000600167,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2001-Q4,2001-10-01,85420.306187297,85420.306187297,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2002-Q1,2002-01-01,85230.3943640909,85230.3943640909,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2002-Q2,2002-04-01,89733.6054949585,89733.6054949585,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2002-Q3,2002-07-01,95215.4636302538,95215.4636302538,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2002-Q4,2002-10-01,98819.9630965207,98819.9630965207,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2003-Q1,2003-01-01,104968.385000126,104968.385000126,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2003-Q2,2003-04-01,111430.450950515,111430.450950515,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2003-Q3,2003-07-01,118453.02440034,118453.02440034,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2003-Q4,2003-10-01,126968.678273846,126968.678273846,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2004-Q1,2004-01-01,143417.519942928,143417.519942928,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2004-Q2,2004-04-01,151962.681873481,151962.681873481,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2004-Q3,2004-07-01,158473.457832704,158473.457832704,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2004-Q4,2004-10-01,178561.260103687,178561.260103687,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2005-Q1,2005-01-01,187403.304631375,187403.304631375,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2005-Q2,2005-04-01,199545.561483504,199545.561483504,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2005-Q3,2005-07-01,207127.934695147,207127.934695147,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2005-Q4,2005-10-01,222083.893624297,222083.893624297,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2006-Q1,2006-01-01,242061.699137653,242061.699137653,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2006-Q2,2006-04-01,257951.321640546,257951.321640546,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2006-Q3,2006-07-01,275182.0565776,275182.0565776,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2006-Q4,2006-10-01,286858.266884685,286858.266884685,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2007-Q1,2007-01-01,304066.647922598,304066.647922598,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2007-Q2,2007-04-01,330422.164447526,330422.164447526,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2007-Q3,2007-07-01,354917.382146803,354917.382146803,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2007-Q4,2007-10-01,404173.41471104,404173.41471104,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2008-Q1,2008-01-01,432408.412236775,432408.412236775,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2008-Q2,2008-04-01,476214.679069375,476214.679069375,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2008-Q3,2008-07-01,484312.211894976,484312.211894976,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2008-Q4,2008-10-01,394153.260001558,394153.260001558,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2009-Q1,2009-01-01,287811.409850661,287811.409850661,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
quarterly,WB,GEM,Global Economic Monitor,Q-NYGDPMKTPSACD-RUS,"Quarterly – GDP,current US$,millions,seas. adj., – Russian Federation",2009-Q2,2009-04-01,315555.329126894,315555.329126894,Q,NYGDPMKTPSACD,RU,Quarterly,"GDP,current US$,millions,seas. adj.,",Russian Federation
